,query,label
13057,Iâ€™d like to cancel a 5 room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13058,Iâ€™d like to cancel a 6 room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13059,Iâ€™d like to cancel a a room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13060,Iâ€™d like to cancel a two room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13061,Iâ€™d like to cancel a three room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13062,Iâ€™d like to cancel a four room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13063,Iâ€™d like to cancel a five room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13064,Iâ€™d like to cancel a one room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13065,Iâ€™d like to cancel a 1 rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13066,Iâ€™d like to cancel a 3 rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13067,Iâ€™d like to cancel a 4 rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13068,Iâ€™d like to cancel a 5 rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13069,Iâ€™d like to cancel a 6 rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13070,Iâ€™d like to cancel a a rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13071,Iâ€™d like to cancel a two rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13072,Iâ€™d like to cancel a three rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13073,Iâ€™d like to cancel a four rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13074,Iâ€™d like to cancel a five rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13075,Iâ€™d like to cancel a one rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13076,Iâ€™d like to cancel a 2 rooms dulux room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13077,Iâ€™d like to cancel a 2 rooms suit room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13078,Iâ€™d like to cancel a 2 rooms double luxury room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13079,Iâ€™d like to cancel a 2 rooms Single room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13080,Iâ€™d like to cancel a 2 rooms Double room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13081,Iâ€™d like to cancel a 2 rooms Triple room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13082,Iâ€™d like to cancel a 2 rooms Quad room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13083,Iâ€™d like to cancel a 2 rooms Queen room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13084,Iâ€™d like to cancel a 2 rooms King room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13085,Iâ€™d like to cancel a 2 rooms Twin room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13086,Iâ€™d like to cancel a 2 rooms Double-double room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13087,Iâ€™d like to cancel a 2 rooms Studio room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13088,Iâ€™d like to cancel a 2 rooms Master Suite room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13089,Iâ€™d like to cancel a 2 rooms Mini-Suite or Junior Suite room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType I-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13090,Iâ€™d like to cancel a 2 rooms Connecting rooms room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13091,Iâ€™d like to cancel a 2 rooms Adjoining rooms room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13092,Iâ€™d like to cancel a 2 rooms Adjacent rooms room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13093,Iâ€™d like to cancel a 2 rooms Duluxe room which has one star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13094,Iâ€™d like to cancel a 2 rooms Duluxe room which has two star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13095,Iâ€™d like to cancel a 2 rooms Duluxe room which has three star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13096,Iâ€™d like to cancel a 2 rooms Duluxe room which has four star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13097,Iâ€™d like to cancel a 2 rooms Duluxe room which has five star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13098,Iâ€™d like to cancel a 2 rooms Duluxe room which has 1 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13099,Iâ€™d like to cancel a 2 rooms Duluxe room which has 2 star,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate
13100,Iâ€™d like to cancel a 2 rooms Duluxe room which has 3 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13101,Iâ€™d like to cancel a 2 rooms Duluxe room which has 4 star,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate
13102,I wish to cancel a 2 rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13103,I wish to cancel a 1 room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13104,I wish to cancel a 2 room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13105,I wish to cancel a 3 room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13106,I wish to cancel a 4 room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13107,I wish to cancel a 5 room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13108,I wish to cancel a 6 room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13109,I wish to cancel a a room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13110,I wish to cancel a two room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13111,I wish to cancel a three room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13112,I wish to cancel a four room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13113,I wish to cancel a five room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13114,I wish to cancel a one room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13115,I wish to cancel a 1 rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13116,I wish to cancel a 3 rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13117,I wish to cancel a 4 rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13118,I wish to cancel a 5 rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13119,I wish to cancel a 6 rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13120,I wish to cancel a a rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13121,I wish to cancel a two rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13122,I wish to cancel a three rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13123,I wish to cancel a four rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13124,I wish to cancel a five rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13125,I wish to cancel a one rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13126,I wish to cancel a 2 rooms dulux room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13127,I wish to cancel a 2 rooms suit room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13128,I wish to cancel a 2 rooms double luxury room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13129,I wish to cancel a 2 rooms Single room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13130,I wish to cancel a 2 rooms Double room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13131,I wish to cancel a 2 rooms Triple room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13132,I wish to cancel a 2 rooms Quad room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13133,I wish to cancel a 2 rooms Queen room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13134,I wish to cancel a 2 rooms King room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13135,I wish to cancel a 2 rooms Twin room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13136,I wish to cancel a 2 rooms Double-double room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13137,I wish to cancel a 2 rooms Studio room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13138,I wish to cancel a 2 rooms Master Suite room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13139,I wish to cancel a 2 rooms Mini-Suite or Junior Suite room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType I-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13140,I wish to cancel a 2 rooms Connecting rooms room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13141,I wish to cancel a 2 rooms Adjoining rooms room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13142,I wish to cancel a 2 rooms Adjacent rooms room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13143,I wish to cancel a 2 rooms Duluxe room which has one star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13144,I wish to cancel a 2 rooms Duluxe room which has two star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13145,I wish to cancel a 2 rooms Duluxe room which has three star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13146,I wish to cancel a 2 rooms Duluxe room which has four star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13147,I wish to cancel a 2 rooms Duluxe room which has five star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13148,I wish to cancel a 2 rooms Duluxe room which has 1 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13149,I wish to cancel a 2 rooms Duluxe room which has 2 star,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate
13150,I wish to cancel a 2 rooms Duluxe room which has 3 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13151,I wish to cancel a 2 rooms Duluxe room which has 4 star,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate
13152,I would like to cancel a 2 rooms Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13153,I would like to cancel a 1 room Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13154,I would like to cancel a 2 room Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13155,I would like to cancel a 3 room Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13156,I would like to cancel a 4 room Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13157,I would like to cancel a 5 room Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13158,I would like to cancel a 6 room Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13159,I would like to cancel a a room Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13160,I would like to cancel a two room Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13161,I would like to cancel a three room Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13162,I would like to cancel a four room Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13163,I would like to cancel a five room Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13164,I would like to cancel a one room Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13165,I would like to cancel a 1 rooms Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13166,I would like to cancel a 3 rooms Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13167,I would like to cancel a 4 rooms Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13168,I would like to cancel a 5 rooms Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13169,I would like to cancel a 6 rooms Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13170,I would like to cancel a a rooms Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13171,I would like to cancel a two rooms Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13172,I would like to cancel a three rooms Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13173,I would like to cancel a four rooms Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13174,I would like to cancel a five rooms Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13175,I would like to cancel a one rooms Duluxe room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13176,I would like to cancel a 2 rooms dulux room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13177,I would like to cancel a 2 rooms suit room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13178,I would like to cancel a 2 rooms double luxury room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13179,I would like to cancel a 2 rooms Single room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13180,I would like to cancel a 2 rooms Double room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13181,I would like to cancel a 2 rooms Triple room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13182,I would like to cancel a 2 rooms Quad room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13183,I would like to cancel a 2 rooms Queen room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13184,I would like to cancel a 2 rooms King room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13185,I would like to cancel a 2 rooms Twin room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13186,I would like to cancel a 2 rooms Double-double room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13187,I would like to cancel a 2 rooms Studio room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13188,I would like to cancel a 2 rooms Master Suite room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13189,I would like to cancel a 2 rooms Mini-Suite or Junior Suite room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType I-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13190,I would like to cancel a 2 rooms Connecting rooms room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13191,I would like to cancel a 2 rooms Adjoining rooms room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13192,I would like to cancel a 2 rooms Adjacent rooms room which has 5 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType I-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13193,I would like to cancel a 2 rooms Duluxe room which has one star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13194,I would like to cancel a 2 rooms Duluxe room which has two star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13195,I would like to cancel a 2 rooms Duluxe room which has three star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13196,I would like to cancel a 2 rooms Duluxe room which has four star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13197,I would like to cancel a 2 rooms Duluxe room which has five star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13198,I would like to cancel a 2 rooms Duluxe room which has 1 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13199,I would like to cancel a 2 rooms Duluxe room which has 2 star,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate
13200,I would like to cancel a 2 rooms Duluxe room which has 3 star hotel,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13201,I would like to cancel a 2 rooms Duluxe room which has 4 star,O O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate
13202,I want to cancel a 2 rooms Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13203,I want to cancel a 1 room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13204,I want to cancel a 2 room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13205,I want to cancel a 3 room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13206,I want to cancel a 4 room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13207,I want to cancel a 5 room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13208,I want to cancel a 6 room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13209,I want to cancel a a room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
13210,I want to cancel a two room Duluxe room which has 5 star hotel,O O O O O B-NoOfRooms I-NoOfRooms B-RoomType O O O B-Star_Rate I-Star_Rate I-Star_Rate
